pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
c000  4c f5 c5   JMP $c5f5   A:00 X:00 Y:00 P:24 SP:fd CYC:7
cfcc  8d 00 03   STA $0300   A:5b X:55 Y:69 P:25 SP:fb CYC:2529
cfcf  a9 5c      LDA #$5c    A:5b X:55 Y:69 P:25 SP:fb CYC:2533
cfd1  8d 03 03   STA $0303   A:5c X:55 Y:69 P:25 SP:fb CYC:2535
cfd4  a9 5d      LDA #$5d    A:5c X:55 Y:69 P:25 SP:fb CYC:2539
cfd6  8d 00 04   STA $0400   A:5d X:55 Y:69 P:25 SP:fb CYC:2541
cfd9  a2 00      LDX #$00    A:5d X:55 Y:69 P:25 SP:fb CYC:2545
cfdb  a1 80      LDA ($80,X) A:5d X:00 Y:69 P:27 SP:fb CYC:2547
cfdd  c9 5a      CMP #$5a    A:5a X:00 Y:69 P:25 SP:fb CYC:2553
cfdf  d0 1f      BNE $d000   A:5a X:00 Y:69 P:27 SP:fb CYC:2555
cfe1  e8         INX         A:5a X:00 Y:69 P:27 SP:fb CYC:2557
cfe2  e8         INX         A:5a X:01 Y:69 P:25 SP:fb CYC:2559
cfe3  a1 80      LDA ($80,X) A:5a X:02 Y:69 P:25 SP:fb CYC:2561
cfe5  c9 5b      CMP #$5b    A:5b X:02 Y:69 P:25 SP:fb CYC:2567
cfe7  d0 17      BNE $d000   A:5b X:02 Y:69 P:27 SP:fb CYC:2569
cfe9  e8         INX         A:5b X:02 Y:69 P:27 SP:fb CYC:2571
cfea  a1 80      LDA ($80,X) A:5b X:03 Y:69 P:25 SP:fb CYC:2573
cfec  c9 5c      CMP #$5c    A:5c X:03 Y:69 P:25 SP:fb CYC:2579
cfee  d0 10      BNE $d000   A:5c X:03 Y:69 P:27 SP:fb CYC:2581
cff0  a2 00      LDX #$00    A:5c X:03 Y:69 P:27 SP:fb CYC:2583
cff2  a1 ff      LDA ($ff,X) A:5c X:00 Y:69 P:27 SP:fb CYC:2585
cff4  c9 5d      CMP #$5d    A:5d X:00 Y:69 P:25 SP:fb CYC:2591
cff6  d0 08      BNE $d000   A:5d X:00 Y:69 P:27 SP:fb CYC:2593
cff8  a2 81      LDX #$81    A:5d X:00 Y:69 P:27 SP:fb CYC:2595
cffa  a1 ff      LDA ($ff,X) A:5d X:81 Y:69 P:a5 SP:fb CYC:2597
cffc  c9 5a      CMP #$5a    A:5a X:81 Y:69 P:25 SP:fb CYC:2603
cffe  f0 05      BEQ $d005   A:5a X:81 Y:69 P:27 SP:fb CYC:2605
d005  a9 aa      LDA #$aa    A:5a X:81 Y:69 P:27 SP:fb CYC:2608
d007  a2 00      LDX #$00    A:aa X:81 Y:69 P:a5 SP:fb CYC:2610
d009  81 80      STA ($80,X) A:aa X:00 Y:69 P:27 SP:fb CYC:2612
d00b  e8         INX         A:aa X:00 Y:69 P:27 SP:fb CYC:2618
d00c  e8         INX         A:aa X:01 Y:69 P:25 SP:fb CYC:2620
d00d  a9 ab      LDA #$ab    A:aa X:02 Y:69 P:25 SP:fb CYC:2622
d00f  81 80      STA ($80,X) A:ab X:02 Y:69 P:a5 SP:fb CYC:2624
d011  e8         INX         A:ab X:02 Y:69 P:a5 SP:fb CYC:2630
d012  a9 ac      LDA #$ac    A:ab X:03 Y:69 P:25 SP:fb CYC:2632
d014  81 80      STA ($80,X) A:ac X:03 Y:69 P:a5 SP:fb CYC:2634
d016  a2 00      LDX #$00    A:ac X:03 Y:69 P:a5 SP:fb CYC:2640
d018  a9 ad      LDA #$ad    A:ac X:00 Y:69 P:27 SP:fb CYC:2642
d01a  81 ff      STA ($ff,X) A:ad X:00 Y:69 P:a5 SP:fb CYC:2644
d01c  ad 00 02   LDA $0200   A:ad X:00 Y:69 P:a5 SP:fb CYC:2650
d01f  c9 aa      CMP #$aa    A:aa X:00 Y:69 P:a5 SP:fb CYC:2654
d021  d0 15      BNE $d038   A:aa X:00 Y:69 P:27 SP:fb CYC:2656
d023  ad 00 03   LDA $0300   A:aa X:00 Y:69 P:27 SP:fb CYC:2658
d026  c9 ab      CMP #$ab    A:ab X:00 Y:69 P:a5 SP:fb CYC:2662
d028  d0 0e      BNE $d038   A:ab X:00 Y:69 P:27 SP:fb CYC:2664
d02a  ad 03 03   LDA $0303   A:ab X:00 Y:69 P:27 SP:fb CYC:2666
d02d  c9 ac      CMP #$ac    A:ac X:00 Y:69 P:a5 SP:fb CYC:2670
d02f  d0 07      BNE $d038   A:ac X:00 Y:69 P:27 SP:fb CYC:2672
d031  ad 00 04   LDA $0400   A:ac X:00 Y:69 P:27 SP:fb CYC:2674
d034  c9 ad      CMP #$ad    A:ad X:00 Y:69 P:a5 SP:fb CYC:2678
d036  f0 05      BEQ $d03d   A:ad X:00 Y:69 P:27 SP:fb CYC:2680
d03d  ad ff 07   LDA $07ff   A:ad X:00 Y:69 P:27 SP:fb CYC:2683
d040  85 00      STA $00     A:00 X:00 Y:69 P:27 SP:fb CYC:2687
d042  a9 00      LDA #$00    A:00 X:00 Y:69 P:27 SP:fb CYC:2690
d044  8d 00 03   STA $0300   A:00 X:00 Y:69 P:27 SP:fb CYC:2692
d047  a9 aa      LDA #$aa    A:00 X:00 Y:69 P:27 SP:fb CYC:2696
d049  8d 00 02   STA $0200   A:aa X:00 Y:69 P:a5 SP:fb CYC:2698
d04c  a2 00      LDX #$00    A:aa X:00 Y:69 P:a5 SP:fb CYC:2702
d04e  a0 5a      LDY #$5a    A:aa X:00 Y:69 P:27 SP:fb CYC:2704
d050  20 b6 f7   JSR $f7b6   A:aa X:00 Y:5a P:25 SP:fb CYC:2706
f7b6  18         CLC         A:aa X:00 Y:5a P:25 SP:f9 CYC:2712
f7b7  a9 ff      LDA #$ff    A:aa X:00 Y:5a P:24 SP:f9 CYC:2714
f7b9  85 01      STA $01     A:ff X:00 Y:5a P:a4 SP:f9 CYC:2716
f7bb  24 01      BIT $01     A:ff X:00 Y:5a P:a4 SP:f9 CYC:2719
f7bd  a9 55      LDA #$55    A:ff X:00 Y:5a P:e4 SP:f9 CYC:2722
f7bf  60         RTS         A:55 X:00 Y:5a P:64 SP:f9 CYC:2724
d053  01 80      ORA ($80,X) A:55 X:00 Y:5a P:64 SP:fb CYC:2730
d055  20 c0 f7   JSR $f7c0   A:ff X:00 Y:5a P:e4 SP:fb CYC:2736
f7c0  b0 09      BCS $f7cb   A:ff X:00 Y:5a P:e4 SP:f9 CYC:2742
f7c2  10 07      BPL $f7cb   A:ff X:00 Y:5a P:e4 SP:f9 CYC:2744
f7c4  c9 ff      CMP #$ff    A:ff X:00 Y:5a P:e4 SP:f9 CYC:2746
f7c6  d0 03      BNE $f7cb   A:ff X:00 Y:5a P:67 SP:f9 CYC:2748
f7c8  50 01      BVC $f7cb   A:ff X:00 Y:5a P:67 SP:f9 CYC:2750
f7ca  60         RTS         A:ff X:00 Y:5a P:67 SP:f9 CYC:2752
d058  c8         INY         A:ff X:00 Y:5a P:67 SP:fb CYC:2758
d059  20 ce f7   JSR $f7ce   A:ff X:00 Y:5b P:65 SP:fb CYC:2760
f7ce  38         SEC         A:ff X:00 Y:5b P:65 SP:f9 CYC:2766
f7cf  b8         CLV         A:ff X:00 Y:5b P:65 SP:f9 CYC:2768
f7d0  a9 00      LDA #$00    A:ff X:00 Y:5b P:25 SP:f9 CYC:2770
f7d2  60         RTS         A:00 X:00 Y:5b P:27 SP:f9 CYC:2772
d05c  01 82      ORA ($82,X) A:00 X:00 Y:5b P:27 SP:fb CYC:2778
d05e  20 d3 f7   JSR $f7d3   A:00 X:00 Y:5b P:27 SP:fb CYC:2784
f7d3  d0 07      BNE $f7dc   A:00 X:00 Y:5b P:27 SP:f9 CYC:2790
f7d5  70 05      BVS $f7dc   A:00 X:00 Y:5b P:27 SP:f9 CYC:2792
f7d7  90 03      BCC $f7dc   A:00 X:00 Y:5b P:27 SP:f9 CYC:2794
f7d9  30 01      BMI $f7dc   A:00 X:00 Y:5b P:27 SP:f9 CYC:2796
f7db  60         RTS         A:00 X:00 Y:5b P:27 SP:f9 CYC:2798
d061  c8         INY         A:00 X:00 Y:5b P:27 SP:fb CYC:2804
d062  20 df f7   JSR $f7df   A:00 X:00 Y:5c P:25 SP:fb CYC:2806
f7df  18         CLC         A:00 X:00 Y:5c P:25 SP:f9 CYC:2812
f7e0  24 01      BIT $01     A:00 X:00 Y:5c P:24 SP:f9 CYC:2814
f7e2  a9 55      LDA #$55    A:00 X:00 Y:5c P:e6 SP:f9 CYC:2817
f7e4  60         RTS         A:55 X:00 Y:5c P:64 SP:f9 CYC:2819
d065  21 80      AND ($80,X) A:55 X:00 Y:5c P:64 SP:fb CYC:2825
d067  20 e5 f7   JSR $f7e5   A:00 X:00 Y:5c P:66 SP:fb CYC:2831
f7e5  d0 07      BNE $f7ee   A:00 X:00 Y:5c P:66 SP:f9 CYC:2837
f7e7  50 05      BVC $f7ee   A:00 X:00 Y:5c P:66 SP:f9 CYC:2839
f7e9  b0 03      BCS $f7ee   A:00 X:00 Y:5c P:66 SP:f9 CYC:2841
f7eb  30 01      BMI $f7ee   A:00 X:00 Y:5c P:66 SP:f9 CYC:2843
f7ed  60         RTS         A:00 X:00 Y:5c P:66 SP:f9 CYC:2845
d06a  c8         INY         A:00 X:00 Y:5c P:66 SP:fb CYC:2851
d06b  a9 ef      LDA #$ef    A:00 X:00 Y:5d P:64 SP:fb CYC:2853
d06d  8d 00 03   STA $0300   A:ef X:00 Y:5d P:e4 SP:fb CYC:2855
d070  20 f1 f7   JSR $f7f1   A:ef X:00 Y:5d P:e4 SP:fb CYC:2859
f7f1  38         SEC         A:ef X:00 Y:5d P:e4 SP:f9 CYC:2865
f7f2  b8         CLV         A:ef X:00 Y:5d P:e5 SP:f9 CYC:2867
f7f3  a9 f8      LDA #$f8    A:ef X:00 Y:5d P:a5 SP:f9 CYC:2869
f7f5  60         RTS         A:f8 X:00 Y:5d P:a5 SP:f9 CYC:2871
d073  21 82      AND ($82,X) A:f8 X:00 Y:5d P:a5 SP:fb CYC:2877
d075  20 f6 f7   JSR $f7f6   A:e8 X:00 Y:5d P:a5 SP:fb CYC:2883
f7f6  90 09      BCC $f801   A:e8 X:00 Y:5d P:a5 SP:f9 CYC:2889
f7f8  10 07      BPL $f801   A:e8 X:00 Y:5d P:a5 SP:f9 CYC:2891
f7fa  c9 e8      CMP #$e8    A:e8 X:00 Y:5d P:a5 SP:f9 CYC:2893
f7fc  d0 03      BNE $f801   A:e8 X:00 Y:5d P:27 SP:f9 CYC:2895
f7fe  70 01      BVS $f801   A:e8 X:00 Y:5d P:27 SP:f9 CYC:2897
f800  60         RTS         A:e8 X:00 Y:5d P:27 SP:f9 CYC:2899
d078  c8         INY         A:e8 X:00 Y:5d P:27 SP:fb CYC:2905
d079  20 04 f8   JSR $f804   A:e8 X:00 Y:5e P:25 SP:fb CYC:2907
f804  18         CLC         A:e8 X:00 Y:5e P:25 SP:f9 CYC:2913
f805  24 01      BIT $01     A:e8 X:00 Y:5e P:24 SP:f9 CYC:2915
f807  a9 5f      LDA #$5f    A:e8 X:00 Y:5e P:e4 SP:f9 CYC:2918
f809  60         RTS         A:5f X:00 Y:5e P:64 SP:f9 CYC:2920
d07c  41 80      EOR ($80,X) A:5f X:00 Y:5e P:64 SP:fb CYC:2926
d07e  20 0a f8   JSR $f80a   A:f5 X:00 Y:5e P:e4 SP:fb CYC:2932
f80a  b0 09      BCS $f815   A:f5 X:00 Y:5e P:e4 SP:f9 CYC:2938
f80c  10 07      BPL $f815   A:f5 X:00 Y:5e P:e4 SP:f9 CYC:2940
f80e  c9 f5      CMP #$f5    A:f5 X:00 Y:5e P:e4 SP:f9 CYC:2942
f810  d0 03      BNE $f815   A:f5 X:00 Y:5e P:67 SP:f9 CYC:2944
f812  50 01      BVC $f815   A:f5 X:00 Y:5e P:67 SP:f9 CYC:2946
f814  60         RTS         A:f5 X:00 Y:5e P:67 SP:f9 CYC:2948
d081  c8         INY         A:f5 X:00 Y:5e P:67 SP:fb CYC:2954
d082  a9 70      LDA #$70    A:f5 X:00 Y:5f P:65 SP:fb CYC:2956
d084  8d 00 03   STA $0300   A:70 X:00 Y:5f P:65 SP:fb CYC:2958
d087  20 18 f8   JSR $f818   A:70 X:00 Y:5f P:65 SP:fb CYC:2962
f818  38         SEC         A:70 X:00 Y:5f P:65 SP:f9 CYC:2968
f819  b8         CLV         A:70 X:00 Y:5f P:65 SP:f9 CYC:2970
f81a  a9 70      LDA #$70    A:70 X:00 Y:5f P:25 SP:f9 CYC:2972
f81c  60         RTS         A:70 X:00 Y:5f P:25 SP:f9 CYC:2974
d08a  41 82      EOR ($82,X) A:70 X:00 Y:5f P:25 SP:fb CYC:2980
d08c  20 1d f8   JSR $f81d   A:00 X:00 Y:5f P:27 SP:fb CYC:2986
f81d  d0 07      BNE $f826   A:00 X:00 Y:5f P:27 SP:f9 CYC:2992
f81f  70 05      BVS $f826   A:00 X:00 Y:5f P:27 SP:f9 CYC:2994
f821  90 03      BCC $f826   A:00 X:00 Y:5f P:27 SP:f9 CYC:2996
f823  30 01      BMI $f826   A:00 X:00 Y:5f P:27 SP:f9 CYC:2998
f825  60         RTS         A:00 X:00 Y:5f P:27 SP:f9 CYC:3000
d08f  c8         INY         A:00 X:00 Y:5f P:27 SP:fb CYC:3006
d090  a9 69      LDA #$69    A:00 X:00 Y:60 P:25 SP:fb CYC:3008
d092  8d 00 02   STA $0200   A:69 X:00 Y:60 P:25 SP:fb CYC:3010
d095  20 29 f8   JSR $f829   A:69 X:00 Y:60 P:25 SP:fb CYC:3014
f829  18         CLC         A:69 X:00 Y:60 P:25 SP:f9 CYC:3020
f82a  24 01      BIT $01     A:69 X:00 Y:60 P:24 SP:f9 CYC:3022
f82c  a9 00      LDA #$00    A:69 X:00 Y:60 P:e4 SP:f9 CYC:3025
f82e  60         RTS         A:00 X:00 Y:60 P:66 SP:f9 CYC:3027
d098  61 80      ADC ($80,X) A:00 X:00 Y:60 P:66 SP:fb CYC:3033
d09a  20 2f f8   JSR $f82f   A:69 X:00 Y:60 P:24 SP:fb CYC:3039
f82f  30 09      BMI $f83a   A:69 X:00 Y:60 P:24 SP:f9 CYC:3045
f831  b0 07      BCS $f83a   A:69 X:00 Y:60 P:24 SP:f9 CYC:3047
f833  c9 69      CMP #$69    A:69 X:00 Y:60 P:24 SP:f9 CYC:3049
f835  d0 03      BNE $f83a   A:69 X:00 Y:60 P:27 SP:f9 CYC:3051
f837  70 01      BVS $f83a   A:69 X:00 Y:60 P:27 SP:f9 CYC:3053
f839  60         RTS         A:69 X:00 Y:60 P:27 SP:f9 CYC:3055
d09d  c8         INY         A:69 X:00 Y:60 P:27 SP:fb CYC:3061
d09e  20 3d f8   JSR $f83d   A:69 X:00 Y:61 P:25 SP:fb CYC:3063
f83d  38         SEC         A:69 X:00 Y:61 P:25 SP:f9 CYC:3069
f83e  24 01      BIT $01     A:69 X:00 Y:61 P:25 SP:f9 CYC:3071
f840  a9 00      LDA #$00    A:69 X:00 Y:61 P:e5 SP:f9 CYC:3074
f842  60         RTS         A:00 X:00 Y:61 P:67 SP:f9 CYC:3076
d0a1  61 80      ADC ($80,X) A:00 X:00 Y:61 P:67 SP:fb CYC:3082
d0a3  20 43 f8   JSR $f843   A:6a X:00 Y:61 P:24 SP:fb CYC:3088
f843  30 09      BMI $f84e   A:6a X:00 Y:61 P:24 SP:f9 CYC:3094
f845  b0 07      BCS $f84e   A:6a X:00 Y:61 P:24 SP:f9 CYC:3096
f847  c9 6a      CMP #$6a    A:6a X:00 Y:61 P:24 SP:f9 CYC:3098
f849  d0 03      BNE $f84e   A:6a X:00 Y:61 P:27 SP:f9 CYC:3100
f84b  70 01      BVS $f84e   A:6a X:00 Y:61 P:27 SP:f9 CYC:3102
f84d  60         RTS         A:6a X:00 Y:61 P:27 SP:f9 CYC:3104
d0a6  c8         INY         A:6a X:00 Y:61 P:27 SP:fb CYC:3110
d0a7  a9 7f      LDA #$7f    A:6a X:00 Y:62 P:25 SP:fb CYC:3112
d0a9  8d 00 02   STA $0200   A:7f X:00 Y:62 P:25 SP:fb CYC:3114
d0ac  20 51 f8   JSR $f851   A:7f X:00 Y:62 P:25 SP:fb CYC:3118
f851  38         SEC         A:7f X:00 Y:62 P:25 SP:f9 CYC:3124
f852  b8         CLV         A:7f X:00 Y:62 P:25 SP:f9 CYC:3126
f853  a9 7f      LDA #$7f    A:7f X:00 Y:62 P:25 SP:f9 CYC:3128
f855  60         RTS         A:7f X:00 Y:62 P:25 SP:f9 CYC:3130
d0af  61 80      ADC ($80,X) A:7f X:00 Y:62 P:25 SP:fb CYC:3136
d0b1  20 56 f8   JSR $f856   A:ff X:00 Y:62 P:e4 SP:fb CYC:3142
f856  10 09      BPL $f861   A:ff X:00 Y:62 P:e4 SP:f9 CYC:3148
f858  b0 07      BCS $f861   A:ff X:00 Y:62 P:e4 SP:f9 CYC:3150
f85a  c9 ff      CMP #$ff    A:ff X:00 Y:62 P:e4 SP:f9 CYC:3152
f85c  d0 03      BNE $f861   A:ff X:00 Y:62 P:67 SP:f9 CYC:3154
f85e  50 01      BVC $f861   A:ff X:00 Y:62 P:67 SP:f9 CYC:3156
f860  60         RTS         A:ff X:00 Y:62 P:67 SP:f9 CYC:3158
d0b4  c8         INY         A:ff X:00 Y:62 P:67 SP:fb CYC:3164
d0b5  a9 80      LDA #$80    A:ff X:00 Y:63 P:65 SP:fb CYC:3166
d0b7  8d 00 02   STA $0200   A:80 X:00 Y:63 P:e5 SP:fb CYC:3168
d0ba  20 64 f8   JSR $f864   A:80 X:00 Y:63 P:e5 SP:fb CYC:3172
f864  18         CLC         A:80 X:00 Y:63 P:e5 SP:f9 CYC:3178
f865  24 01      BIT $01     A:80 X:00 Y:63 P:e4 SP:f9 CYC:3180
f867  a9 7f      LDA #$7f    A:80 X:00 Y:63 P:e4 SP:f9 CYC:3183
f869  60         RTS         A:7f X:00 Y:63 P:64 SP:f9 CYC:3185
d0bd  61 80      ADC ($80,X) A:7f X:00 Y:63 P:64 SP:fb CYC:3191
d0bf  20 6a f8   JSR $f86a   A:ff X:00 Y:63 P:a4 SP:fb CYC:3197
f86a  10 09      BPL $f875   A:ff X:00 Y:63 P:a4 SP:f9 CYC:3203
f86c  b0 07      BCS $f875   A:ff X:00 Y:63 P:a4 SP:f9 CYC:3205
f86e  c9 ff      CMP #$ff    A:ff X:00 Y:63 P:a4 SP:f9 CYC:3207
f870  d0 03      BNE $f875   A:ff X:00 Y:63 P:27 SP:f9 CYC:3209
f872  70 01      BVS $f875   A:ff X:00 Y:63 P:27 SP:f9 CYC:3211
f874  60         RTS         A:ff X:00 Y:63 P:27 SP:f9 CYC:3213
d0c2  c8         INY         A:ff X:00 Y:63 P:27 SP:fb CYC:3219
d0c3  20 78 f8   JSR $f878   A:ff X:00 Y:64 P:25 SP:fb CYC:3221
f878  38         SEC         A:ff X:00 Y:64 P:25 SP:f9 CYC:3227
f879  b8         CLV         A:ff X:00 Y:64 P:25 SP:f9 CYC:3229
f87a  a9 7f      LDA #$7f    A:ff X:00 Y:64 P:25 SP:f9 CYC:3231
f87c  60         RTS         A:7f X:00 Y:64 P:25 SP:f9 CYC:3233
d0c6  61 80      ADC ($80,X) A:7f X:00 Y:64 P:25 SP:fb CYC:3239
d0c8  20 7d f8   JSR $f87d   A:00 X:00 Y:64 P:27 SP:fb CYC:3245
f87d  d0 07      BNE $f886   A:00 X:00 Y:64 P:27 SP:f9 CYC:3251
f87f  30 05      BMI $f886   A:00 X:00 Y:64 P:27 SP:f9 CYC:3253
f881  70 03      BVS $f886   A:00 X:00 Y:64 P:27 SP:f9 CYC:3255
f883  90 01      BCC $f886   A:00 X:00 Y:64 P:27 SP:f9 CYC:3257
f885  60         RTS         A:00 X:00 Y:64 P:27 SP:f9 CYC:3259
d0cb  c8         INY         A:00 X:00 Y:64 P:27 SP:fb CYC:3265
d0cc  a9 40      LDA #$40    A:00 X:00 Y:65 P:25 SP:fb CYC:3267
d0ce  8d 00 02   STA $0200   A:40 X:00 Y:65 P:25 SP:fb CYC:3269
d0d1  20 89 f8   JSR $f889   A:40 X:00 Y:65 P:25 SP:fb CYC:3273
f889  24 01      BIT $01     A:40 X:00 Y:65 P:25 SP:f9 CYC:3279
f88b  a9 40      LDA #$40    A:40 X:00 Y:65 P:e5 SP:f9 CYC:3282
f88d  60         RTS         A:40 X:00 Y:65 P:65 SP:f9 CYC:3284
d0d4  c1 80      CMP ($80,X) A:40 X:00 Y:65 P:65 SP:fb CYC:3290
d0d6  20 8e f8   JSR $f88e   A:40 X:00 Y:65 P:67 SP:fb CYC:3296
f88e  30 07      BMI $f897   A:40 X:00 Y:65 P:67 SP:f9 CYC:3302
f890  90 05      BCC $f897   A:40 X:00 Y:65 P:67 SP:f9 CYC:3304
f892  d0 03      BNE $f897   A:40 X:00 Y:65 P:67 SP:f9 CYC:3306
f894  50 01      BVC $f897   A:40 X:00 Y:65 P:67 SP:f9 CYC:3308
f896  60         RTS         A:40 X:00 Y:65 P:67 SP:f9 CYC:3310
d0d9  c8         INY         A:40 X:00 Y:65 P:67 SP:fb CYC:3316
d0da  48         PHA         A:40 X:00 Y:66 P:65 SP:fb CYC:3318
d0db  a9 3f      LDA #$3f    A:40 X:00 Y:66 P:65 SP:fa CYC:3321
d0dd  8d 00 02   STA $0200   A:3f X:00 Y:66 P:65 SP:fa CYC:3323
d0e0  68         PLA         A:3f X:00 Y:66 P:65 SP:fa CYC:3327
d0e1  20 9a f8   JSR $f89a   A:40 X:00 Y:66 P:65 SP:fb CYC:3331
f89a  b8         CLV         A:40 X:00 Y:66 P:65 SP:f9 CYC:3337
f89b  60         RTS         A:40 X:00 Y:66 P:25 SP:f9 CYC:3339
d0e4  c1 80      CMP ($80,X) A:40 X:00 Y:66 P:25 SP:fb CYC:3345
d0e6  20 9c f8   JSR $f89c   A:40 X:00 Y:66 P:25 SP:fb CYC:3351
f89c  f0 07      BEQ $f8a5   A:40 X:00 Y:66 P:25 SP:f9 CYC:3357
f89e  30 05      BMI $f8a5   A:40 X:00 Y:66 P:25 SP:f9 CYC:3359
f8a0  90 03      BCC $f8a5   A:40 X:00 Y:66 P:25 SP:f9 CYC:3361
f8a2  70 01      BVS $f8a5   A:40 X:00 Y:66 P:25 SP:f9 CYC:3363
f8a4  60         RTS         A:40 X:00 Y:66 P:25 SP:f9 CYC:3365
d0e9  c8         INY         A:40 X:00 Y:66 P:25 SP:fb CYC:3371
d0ea  48         PHA         A:40 X:00 Y:67 P:25 SP:fb CYC:3373
d0eb  a9 41      LDA #$41    A:40 X:00 Y:67 P:25 SP:fa CYC:3376
d0ed  8d 00 02   STA $0200   A:41 X:00 Y:67 P:25 SP:fa CYC:3378
d0f0  68         PLA         A:41 X:00 Y:67 P:25 SP:fa CYC:3382
d0f1  c1 80      CMP ($80,X) A:40 X:00 Y:67 P:25 SP:fb CYC:3386
d0f3  20 a8 f8   JSR $f8a8   A:40 X:00 Y:67 P:a4 SP:fb CYC:3392
f8a8  f0 05      BEQ $f8af   A:40 X:00 Y:67 P:a4 SP:f9 CYC:3398
f8aa  10 03      BPL $f8af   A:40 X:00 Y:67 P:a4 SP:f9 CYC:3400
f8ac  10 01      BPL $f8af   A:40 X:00 Y:67 P:a4 SP:f9 CYC:3402
f8ae  60         RTS         A:40 X:00 Y:67 P:a4 SP:f9 CYC:3404
d0f6  c8         INY         A:40 X:00 Y:67 P:a4 SP:fb CYC:3410
d0f7  48         PHA         A:40 X:00 Y:68 P:24 SP:fb CYC:3412
d0f8  a9 00      LDA #$00    A:40 X:00 Y:68 P:24 SP:fa CYC:3415
d0fa  8d 00 02   STA $0200   A:00 X:00 Y:68 P:26 SP:fa CYC:3417
d0fd  68         PLA         A:00 X:00 Y:68 P:26 SP:fa CYC:3421
d0fe  20 b2 f8   JSR $f8b2   A:40 X:00 Y:68 P:24 SP:fb CYC:3425
f8b2  a9 80      LDA #$80    A:40 X:00 Y:68 P:24 SP:f9 CYC:3431
f8b4  60         RTS         A:80 X:00 Y:68 P:a4 SP:f9 CYC:3433
d101  c1 80      CMP ($80,X) A:80 X:00 Y:68 P:a4 SP:fb CYC:3439
d103  20 b5 f8   JSR $f8b5   A:80 X:00 Y:68 P:a5 SP:fb CYC:3445
f8b5  f0 05      BEQ $f8bc   A:80 X:00 Y:68 P:a5 SP:f9 CYC:3451
f8b7  10 03      BPL $f8bc   A:80 X:00 Y:68 P:a5 SP:f9 CYC:3453
f8b9  90 01      BCC $f8bc   A:80 X:00 Y:68 P:a5 SP:f9 CYC:3455
f8bb  60         RTS         A:80 X:00 Y:68 P:a5 SP:f9 CYC:3457
d106  c8         INY         A:80 X:00 Y:68 P:a5 SP:fb CYC:3463
d107  48         PHA         A:80 X:00 Y:69 P:25 SP:fb CYC:3465
d108  a9 80      LDA #$80    A:80 X:00 Y:69 P:25 SP:fa CYC:3468
d10a  8d 00 02   STA $0200   A:80 X:00 Y:69 P:a5 SP:fa CYC:3470
d10d  68         PLA         A:80 X:00 Y:69 P:a5 SP:fa CYC:3474
d10e  c1 80      CMP ($80,X) A:80 X:00 Y:69 P:a5 SP:fb CYC:3478
d110  20 bf f8   JSR $f8bf   A:80 X:00 Y:69 P:27 SP:fb CYC:3484
f8bf  d0 05      BNE $f8c6   A:80 X:00 Y:69 P:27 SP:f9 CYC:3490
f8c1  30 03      BMI $f8c6   A:80 X:00 Y:69 P:27 SP:f9 CYC:3492
f8c3  90 01      BCC $f8c6   A:80 X:00 Y:69 P:27 SP:f9 CYC:3494
f8c5  60         RTS         A:80 X:00 Y:69 P:27 SP:f9 CYC:3496
d113  c8         INY         A:80 X:00 Y:69 P:27 SP:fb CYC:3502
d114  48         PHA         A:80 X:00 Y:6a P:25 SP:fb CYC:3504
d115  a9 81      LDA #$81    A:80 X:00 Y:6a P:25 SP:fa CYC:3507
d117  8d 00 02   STA $0200   A:81 X:00 Y:6a P:a5 SP:fa CYC:3509
d11a  68         PLA         A:81 X:00 Y:6a P:a5 SP:fa CYC:3513
d11b  c1 80      CMP ($80,X) A:80 X:00 Y:6a P:a5 SP:fb CYC:3517
d11d  20 c9 f8   JSR $f8c9   A:80 X:00 Y:6a P:a4 SP:fb CYC:3523
f8c9  b0 05      BCS $f8d0   A:80 X:00 Y:6a P:a4 SP:f9 CYC:3529
f8cb  f0 03      BEQ $f8d0   A:80 X:00 Y:6a P:a4 SP:f9 CYC:3531
f8cd  10 01      BPL $f8d0   A:80 X:00 Y:6a P:a4 SP:f9 CYC:3533
f8cf  60         RTS         A:80 X:00 Y:6a P:a4 SP:f9 CYC:3535
d120  c8         INY         A:80 X:00 Y:6a P:a4 SP:fb CYC:3541
d121  48         PHA         A:80 X:00 Y:6b P:24 SP:fb CYC:3543
d122  a9 7f      LDA #$7f    A:80 X:00 Y:6b P:24 SP:fa CYC:3546
d124  8d 00 02   STA $0200   A:7f X:00 Y:6b P:24 SP:fa CYC:3548
d127  68         PLA         A:7f X:00 Y:6b P:24 SP:fa CYC:3552
d128  c1 80      CMP ($80,X) A:80 X:00 Y:6b P:a4 SP:fb CYC:3556
d12a  20 d3 f8   JSR $f8d3   A:80 X:00 Y:6b P:25 SP:fb CYC:3562
f8d3  90 05      BCC $f8da   A:80 X:00 Y:6b P:25 SP:f9 CYC:3568
f8d5  f0 03      BEQ $f8da   A:80 X:00 Y:6b P:25 SP:f9 CYC:3570
f8d7  30 01      BMI $f8da   A:80 X:00 Y:6b P:25 SP:f9 CYC:3572
f8d9  60         RTS         A:80 X:00 Y:6b P:25 SP:f9 CYC:3574
d12d  c8         INY         A:80 X:00 Y:6b P:25 SP:fb CYC:3580
